Publication Type,Authors,Author Full Name,Group Authors,Document Title,Publication Name,Book Series Title,Editor,Language,Document Type,Edition,Discipline,Research Areas,Author Keywords,Keywords Plus®,Abstract,Author Address,Publisher Address,Author's E-Mail,ResearcherID,ORCID Identifier,180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,Publisher Web Address,ISSN,ISBN,29-Character Source Abbreviation,ISO Source Abbreviation,Year Published,Publication Date,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Page Count,DOI,Document Delivery Number,PubMed ID,Open Access Indicator,Highly Cited Status,Hot Paper Status,Date of Export,Accession Number
J,"Zhou, LL; Zhu, Q; Chen, Q; Wang, P; Huang, H","Zhou, Lingling; Zhu, Qin; Chen, Qian; Wang, Ping; Huang, Hao",,Predicting hospital outpatient volume using XGBoost: a machine learning approach,SCIENTIFIC REPORTS,,,,Article,,,Science & Technology - Other Topics,"XGBoost, Outpatient volume, Machine learning, Climate data, Hospital resource planning, Predictive analytics","VISITS, PM2.5","Hospital outpatient volume is influenced by a variety of factors, including environmental conditions and healthcare resource availability. Accurate prediction of outpatient demand can significantly enhance operational efficiency and optimize the allocation of medical resources. This study aims to develop a predictive model for daily hospital outpatient volume using the XGBoost algorithm. Meanwhile, the forecasting performance was compared with that of the Seasonal AutoRegressive Integrated Moving Average with exogenous regressors (SARIMAX) and Random Forest (RF) models. The dataset comprises daily climate data (e.g., temperature, precipitation, PM2.5 levels), historical outpatient volume records, and the number of outpatient specialists available each day. The data range involved spans from January 1, 2014, to October 31, 2024. Data preprocessing involved addressing missing values and encoding categorical variables. Model performance was assessed using three metrics: Mean Absolute Error (MAE), Root Mean Squared Error (RMSE) , Mean Absolute Percentage Error (MAPE), and R-squared (R2) metrics. The XGBoost model exhibited superior predictive accuracy compared to both the SARIMAX and RF models, with the lowest MAE, RMSE, MAPE, and the highest R2, successfully capturing key relationships between climate factors, resource availability, and outpatient volume. The number of outpatient specialists, temporal variables (such as year, quarter, month, and weekday), meteorological conditions (average temperature), and air quality (PM2.5) had the most significant impact on the prediction model. This study underscores the potential of machine learning algorithms like XGBoost in effectively predicting hospital outpatient demand. The findings offer valuable insights for hospitals to make proactive adjustments to their resource allocation, thereby improving their service capacity.","[Zhou, LL; Zhu, Q; Chen, Q; Wang, P; Huang, H] Army Med Univ, Daping Hosp, Dept Informat, Chongqing 400042, Peoples R China","Huang, H (corresponding author), Army Med Univ, Daping Hosp, Dept Informat, Chongqing 400042, Peoples R China.",zllgwy@tmmu.edu.cn,,,,,,,,,,,,,2025,MAY,15,1,,,,17028,17028,,10.1038/s41598-025-01265-y,,,,,,2026-04-23,CCC:001489932500006
J,"Gohari, K; Sheidaei, A; Yitshak-sade, M; Colicino, E; Kloog, I","Gohari, Kimiya; Sheidaei, Ali; Yitshak-sade, Maayan; Colicino, Elena; Kloog, Itai",,Exploring multivariate machine learning frameworks to parallelize PM2.5 simultaneous estimations across the continental United States?,ENVIRONMENTAL POLLUTION,,,,Article,,,Environmental Sciences & Ecology,"PM 2.5 components, Multivariate machine learning, Random forest, XGBoost, Elemental carbon, Silicon, Sulfate","AEROSOL OPTICAL DEPTH, LONG-TERM EXPOSURE, AIR-POLLUTION, PREDICTION MODEL, CLIMATE, LEVEL, VARIABILITY, COMPONENTS, MORTALITY, PATTERNS","Fine particulate matter (PM2.5) comprises diverse chemical components, including elemental carbon (EC), silicon (SI), sulfate (SO4), and calcium (CA), each linked to varied health and environmental impacts. Accurately estimating these components' spatial and temporal distributions is crucial for regulatory policies and public health. This study developed and evaluated multivariate machine learning models, including Random Forest (RF) and XGBoost (XGB), to estimate daily concentrations of EC, SI, SO4, and CA across the contiguous United States from 2000 to 2019. Unlike traditional univariate approaches, multivariate models capture interdependencies among components, improving accuracy and efficiency. Using data from 534 monitoring sites and 187 predictor variables derived from satellite observations, reanalysis datasets, and geographical sources, we implemented univariate and multivariate RF and XGB models (MRF and MXGBoost). Performance was assessed using R-squared metrics, and feature importance was evaluated with SHAP values. MXGBoost outperformed other models, achieving R2 values of 70.2 % for EC, 79.23 % for SO4, 61.57 % for SI, and 59.5 % for CA, with spatial R2 exceeding 93 % and temporal R2 as high as 82.23 % for SO4. Key predictors included wind speed, relative humidity, and aerosol optical depth. The findings highlight the advantages of multivariate modeling in capturing the interdependencies among PM2.5 components, resulting in improved estimation accuracy and computational efficiency. This approach offers valuable applications in air quality management and public health, emphasizing the need to refine multivariate frameworks and explore their applicability to other pollutants.","[Gohari, K; Sheidaei, A; Yitshak-sade, M; Colicino, E; Kloog, I] Icahn Sch Med Mt Sinai, Dept Environm Med, New York, NY 10029 USA; [Kloog, I] Icahn Sch Med Mt Sinai, Inst Expos Res, New York, NY USA","Sheidaei, A (corresponding author), Icahn Sch Med Mt Sinai, Dept Environm Med, New York, NY 10029 USA.",ali.sheidaei@mssm.edu,,,,,,,,,,,,,2025,JUN,374,,,,,26161,26161,,10.1016/j.envpol.2025.126161,,,,,,2026-04-23,CCC:001481512900001
J,"Mutlu, A","Mutlu, Atilla",,Machine learning-based approaches to forecast particulate matter in the Istanbul metropolitan area,JOURNAL OF AMBIENT INTELLIGENCE AND SMART ENVIRONMENTS,,,,Article,,,Computer Science; Telecommunications,"machine learning, SVM, RF, ANN, air quality","PM2.5, PM10, PREDICTION, CHINA","Air pollution poses a major global health challenge, with particulate matter (PM) linked to millions of premature deaths each year. This study forecasts PM concentrations in Istanbul's Kartal district using bi-daily observations collected throughout 2022. Four supervised machine learning (ML) models, including support vector machines, random forests (RFs), artificial neural networks, and K-nearest neighbors, were applied using surface meteorological variables and radiosonde-derived inversion parameters. The RF model achieved the highest predictive accuracy, with R2 values of 0.64 for PM10 and 0.70 for PM2.5, along with the lowest mean squared error. The study incorporates key enhancements, including the integration of vertical inversion metrics with surface pollutant data, the use of autocorrelation analysis to justify lagged features, and statistical evaluation of model differences using paired t-tests. Feature importance analysis showed that inversion thickness and lagged PM levels improved forecasts, highlighting the value of upper-air dynamics and temporal persistence. The aim of this study is to systematically evaluate multiple ML algorithms for PM forecasting at a single urban site. The findings provide transparent, site-specific methodological insights that highlight the role of upper-air dynamics and temporal persistence, offering practical implications for similar urban environments and guiding future multi-site applications.","[Mutlu, A] Balikesir Univ, Coll Engn, Dept Environm Engn, TR-10145 Balikesir, Turkiye","Mutlu, A (corresponding author), Balikesir Univ, Coll Engn, Dept Environm Engn, TR-10145 Balikesir, Turkiye.",amutlu@balikesir.edu.tr,,,,,,,,,,,,,2026,MAY,18,2,,,SI,214,233,,10.1177/18761364261422912,,,,,,2026-04-23,CCC:001739489700001
J,"Lei, TMT; Ng, SCW; Siu, SWI","Lei, Thomas M. T.; Ng, Stanley C. W.; Siu, Shirley W. I.",,"Application of ANN, XGBoost, and Other ML Methods to Forecast Air Quality in Macau",SUSTAINABILITY,,,,Article,,,Environmental Sciences & Ecology; Geography,"air pollution, air quality, air quality forecast, machine learning, Macau","GREATER BAY AREA, HONG-KONG, POLLUTION, HEALTH, CHINA, PARTICLES, GUANGDONG, SIZE","Air pollution in Macau has become a serious problem following the Pearl River Delta's (PRD) rapid industrialization that began in the 1990s. With this in mind, Macau needs an air quality forecast system that accurately predicts pollutant concentration during the occurrence of pollution episodes to warn the public ahead of time. Five different state-of-the-art machine learning (ML) algorithms were applied to create predictive models to forecast PM2.5, PM10, and CO concentrations for the next 24 and 48 h, which included artificial neural networks (ANN), random forest (RF), extreme gradient boosting (XGBoost), support vector machine (SVM), and multiple linear regression (MLR), to determine the best ML algorithms for the respective pollutants and time scale. The diurnal measurements of air quality data in Macau from 2016 to 2021 were obtained for this work. The 2020 and 2021 datasets were used for model testing, while the four-year data before 2020 and 2021 were used to build and train the ML models. Results show that the ANN, RF, XGBoost, SVM, and MLR models were able to provide good performance in building up a 24-h forecast with a higher coefficient of determination (R-2) and lower root mean square error (RMSE), mean absolute error (MAE), and biases (BIAS). Meanwhile, all the ML models in the 48-h forecasting performance were satisfactory enough to be accepted as a two-day continuous forecast even if the R-2 value was lower than the 24-h forecast. The 48-h forecasting model could be further improved by proper feature selection based on the 24-h dataset, using the Shapley Additive Explanations (SHAP) value test and the adjusted R-2 value of the 48-h forecasting model. In conclusion, the above five ML algorithms were able to successfully forecast the 24 and 48 h of pollutant concentration in Macau, with the RF and SVM models performing the best in the prediction of PM2.5 and PM10, and CO in both 24 and 48-h forecasts.","[Lei, TMT; Ng, SCW; Siu, SWI] Univ St Joseph, Inst Sci & Environm, Macau, Peoples R China","Lei, TMT (corresponding author), Univ St Joseph, Inst Sci & Environm, Macau, Peoples R China.",thomas.lei@usj.edu.mo,,,,,,,,,,,,,2023,MAR,15,6,,,,5341,5341,,10.3390/su15065341,,,,,,2026-04-23,CCC:000959886200001
J,"Rautela, KS; Goyal, MK","Rautela, Kuldeep Singh; Goyal, Manish Kumar",,Transforming air pollution management in India with AI and machine learning technologies,SCIENTIFIC REPORTS,,,,Article,,,Science & Technology - Other Topics,"Air pollution, Technological innovation, Regulatory frameworks, Societal engagement, Global collaboration","ARTIFICIAL NEURAL-NETWORKS, SUPPORT VECTOR MACHINE, REGRESSION-MODELS, FUZZY-LOGIC, URBAN AREA, QUALITY, PREDICTION, PM10, PM2.5, CITIES","A comprehensive approach is essential in India's ongoing battle against air pollution, combining technological advancements, regulatory reinforcement, and widespread societal engagement. Bridging technological gaps involves deploying sophisticated pollution control technologies and addressing the rural-urban disparity through innovative solutions. The review found that integrating Artificial Intelligence and Machine Learning (AI&ML) in air quality forecasting demonstrates promising results with a remarkable model efficiency. In this study, initially, we compute the PM2.5 concentration over India using a surface mass concentration of 5 key aerosols such as black carbon (BC), dust (DU), organic carbon (OC), sea salt (SS) and sulphates (SU), respectively. The study identifies several regions highly vulnerable to PM2.5 pollution due to specific sources. The Indo-Gangetic Plains are notably impacted by high concentrations of BC, OC, and SU resulting from anthropogenic activities. Western India experiences higher DU concentrations due to its proximity to the Sahara Desert. Additionally, certain areas in northeast India show significant contributions of OC from biogenic activities. Moreover, an AI&ML model based on convolutional autoencoder architecture underwent rigorous training, testing, and validation to forecast PM2.5 concentrations across India. The results reveal its exceptional precision in PM2.5 prediction, as demonstrated by model evaluation metrics, including a Structural Similarity Index exceeding 0.60, Peak Signal-to-Noise Ratio ranging from 28-30 dB and Mean Square Error below 10 mu g/m3. However, regulatory challenges persist, necessitating robust frameworks and consistent enforcement mechanisms, as evidenced by the complexities in predicting PM2.5 concentrations. Implementing tailored regional pollution control strategies, integrating AI&ML technologies, strengthening regulatory frameworks, promoting sustainable practices, and encouraging international collaboration are essential policy measures to mitigate air pollution in India.","[Rautela, KS; Goyal, MK] Indian Inst Technol Indore, Dept Civil Engn, Indore 453552, Madhya Pradesh, India","Goyal, MK (corresponding author), Indian Inst Technol Indore, Dept Civil Engn, Indore 453552, Madhya Pradesh, India.",mkgoyal@iiti.ac.in,,,,,,,,,,,,,2024,SEP,14,1,,,,20412,20412,,10.1038/s41598-024-71269-7,,,,,,2026-04-23,CCC:001304252300026
J,"Kumar, V; Malyan, V; Sahu, M; Biswal, B; Pawar, M; Dev, I","Kumar, Vikas; Malyan, Vasudev; Sahu, Manoranjan; Biswal, Basudev; Pawar, Manasi; Dev, Isha",,Spatiotemporal analysis of fine particulate matter for India (1980-2021) from MERRA-2 using ensemble machine learning,ATMOSPHERIC POLLUTION RESEARCH,,,,Article,,,Environmental Sciences & Ecology,"MERRA-2, Machine learning, India, Trend analysis","AEROSOL REANALYSIS, PM2.5 CONCENTRATIONS, POLLUTION, MASS","Particle exposure affects more humans globally than any other air pollutant. However, due to expensive instruments and infrastructural deficiency, a high spatiotemporal network of monitoring stations is not possible, leading to data-scarce regions. Satellite and reanalysis datasets can be implemented to estimate particulate matter, but they do not provide surface concentration and needs to be reconstructed from the components. In this study, a machine learning (ML) framework is implemented to reconstruct PM2.5 from MERRA-2 data components, namely black carbon (BC), organic carbon (OC), dust (DUST), sea salt (SS), and sulfate (SO4) mass concentration. The ground-level data were collected from India's 335 continuous ambient air quality monitoring stations (CAAQMS) and respective MERRA-2 data for 2017-2021 at hourly resolution. Random forest (RF) performs better with train and test scores (R2) of 0.84 and 0.73, respectively, while the empirical equation provides an R2 of only 0.26 on test data. The estimated PM2.5 for Indian states from 1980 to 2021 indicates a significant increase in most cases. However, states in the Indo-Gangetic plain such as Delhi, Punjab, Haryana, and Uttar Pradesh, are the most polluted regions of India. The major shift in concentration is from 2000 onwards, which can be seen as a direct result of the economic liberalization policies implemented in 1991. The results provide evidence for the limitations of the broad application of the empirical equation and the feasibility of ML algorithms as a potential reconstruction technique for developing robust and accurate region-specific models from MERRA-2 data.","[Kumar, V; Sahu, M] Indian Inst Technol, Interdisciplinary Program Climate Studies, Mumbai 400076, India; [Malyan, V; Sahu, M; Pawar, M; Dev, I] Indian Inst Technol, Aerosol & Nanoparticle Technol Lab, Environm Sci & Engn Dept, Mumbai 400076, India; [Sahu, M] Indian Inst Technol, Ctr Machine Intelligence & Data Sci, Mumbai 400076, India; [Biswal, B] Indian Inst Technol, Dept Civil Engn, Mumbai 400076, India; [Sahu, M] Dept Indian Inst Technol Bombay, Environm Sci & Engn Dept, Aerosol & Nanoparticle Technol Lab, Mumbai 400076, India","Sahu, M (corresponding author), Dept Indian Inst Technol Bombay, Environm Sci & Engn Dept, Aerosol & Nanoparticle Technol Lab, Mumbai 400076, India.",mrsahu@iitb.ac.in,,,,,,,,,,,,,2023,AUG,14,8,,,,1834,1834,,10.1016/j.apr.2023.101834,,,,,,2026-04-23,CCC:001044635200001
J,"de Foy, B; Schauer, JJ","de Foy, Benjamin; Schauer, James J.",,"Interpretable diurnal impacts on extreme urban PM2.5 concentrations of soil temperature, soil water content, humidity and temperature inversion",ATMOSPHERIC RESEARCH,,,,Article,,,Physical Sciences - Other Topics,"PM2.5, Air pollution, Generalized additive model, Interpretable machine learning, eXplainable artificial intelligence, Mixing height, Temperature Inversion","SYNOPTIC CIRCULATION, TRENDS, DHAKA","Inhabitants of megacities around the world are suffering from severely unhealthy concentrations of PM2.5 as a result of intense emissions from numerous sectors, often combined with adverse meteorological conditions. Machine learning algorithms can be applied to multiyear datasets of hourly measurements in order to identify the main drivers causing intense pollution. In particular, Generalized Additive Models (GAM) provide interpretable associations of the interplay between emissions and meteorology. GAM simulations were developed for five dry seasons in Kolkata and Dhaka. In the model, soil temperature was associated with 21% of PM2.5 variability. Instead of 2-m humidity, model performance was improved by including air humidity at 1000 hPa and soil water content individually, with each accounting for around 6% of PM2.5 variability. Boundary layer heights have a significant impact on daytime concentrations, but the GAM output showed that temperature inversion intensity better characterized the stability of the nocturnal boundary layer and had a larger contribution to the PM2.5 variability. The GAM model could also identify interactions between parameters and showed that boundary layer height, temperature inversion intensity and air humidity had impacts that varied by time of day. By using GAM factors for winds at 100 m above the surface in combination with the Trajectory Cluster Contribution Function, the model estimated that local winds were associated with around 6% of variability whereas long range transport was associated with around 9% of variability. The analysis shows that there are no silver bullets for improving air quality and that adverse meteorology is making the problem harder to solve. Nevertheless, the results show that sustained efforts at controlling both local and regional sources will yield cleaner air that is greatly needed to improve the health of people living in large metropolitan areas.","[de Foy, B] St Louis Univ, Dept Earth & Atmospher Sci, 1 N Grand Ave, St Louis, MO 63108 USA; [Schauer, JJ] Univ Wisconsin Madison, Environm Chem & Technol Program, 1415 Engn Dr, Madison, WI 53706 USA; [Schauer, JJ] Wisconsin State Lab Hyg, 465 Henry Mall, Madison, WI 53706 USA","de Foy, B (corresponding author), St Louis Univ, Dept Earth & Atmospher Sci, 1 N Grand Ave, St Louis, MO 63108 USA.",benjamin.defoy@slu.edu,,,,,,,,,,,,,2024,SEP,307,,,,,7500,7500,,10.1016/j.atmosres.2024.107500,,,,,,2026-04-23,CCC:001252453200001
J,"Hsu, CY; Soo, JC; Lin, SL; Wu, CD; Chi, KH; Hsu, WC; Tseng, CC; Chen, YC","Hsu, Chin -Yu; Soo, Jhy-Charm; Lin, Sheng-Lun; Wu, Chih-Da; Chi, Kai Hsien; Hsu, Wen-Chang; Tseng, Chun-Chieh; Chen, Yu-Cheng",,Using cluster algorithms with a machine learning technique and PMF models to quantify local-specific origins of PM2.5 and associated metals in Taiwan,ENVIRONMENTAL POLLUTION,,,,Article,,,Environmental Sciences & Ecology,"Fine particle, Metal, Local emission, Cluster algorithm, Receptor model","LONG-RANGE TRANSPORT, AEROSOL, PARTICLES, EMISSIONS, POLLUTION, FINE, AREA","The influence of long-range transport (LRT) of air pollutants on neighboring regions and countries has been documented. The magnitude of LRT aerosols and related constituents can misdirect control strategies for local air quality management. In this study, we aimed to quantify PM2.5 (diameter less than 2.5 mu m, PM2.5) and associated metals derived from local sources and LRT in different geographic locations in Taiwan using advanced receptor models. We collected daily PM2.5 samples (n =similar to 1000) and analyzed 28 metals every three days from 2016 to 2018 in the northern, central-south, eastern, and southern areas of Taiwan. We first used a machine learning technique with a cluster algorithm coupled with a backward trajectory to classify local, regional, and LRT-related aerosols. We then quantified the source contributions with a positive matrix factorization (PMF) model for Taiwan weighted by region-specific populations. The northern and eastern regions were found to be more vulnerable to LRT-related PM(2.5 )and metals than the central-south and southern regions in Taiwan. The LRT increased Pb and As concentrations by 90-200% and similar to 40% in the northern and central-south regions. Ambient PM2.5-metals mainly originated from local traffic-related emissions in the northern, central-south, and southern regions, whereas oil combustion was the primary source of PM2.5-metals in the eastern region. By subtracting the influence from the LRT, the contributions of domestic emission sources to ambient PM2.5 metals in Taiwan were 35% from traffic-related emission, 17% from non-ferrous metallurgy, 13% from iron ore and steel factories, 12% from coal combustion, 12% from oil combustion, 10% from incinerator emissions, and < 1% from cement manufacturing emissions. This study proposed an advanced method for refining local source contributions to ambient PM2.5 metals in Taiwan, which provides useful information on regional control strategies.","[Hsu, CY] Ming Chi Univ Technol, Dept Safety Hlth & Environm Engn, 84 Gungjuan Rd, New Taipei, Taiwan; [Hsu, CY] Ming Chi Univ Technol, Ctr Environm Sustainabil & Human Hlth, 84 Gungjuan Rd, New Taipei, Taiwan; [Soo, JC] Georgia Southern Univ, Jiann Ping Hsu Coll Publ Hlth, Dept Biostat Epidemiol & Environm Hlth Sci, Statesboro, GA USA; [Lin, SL] Beijing Inst Technol, Sch Mech Engn, Beijing, Peoples R China; [Wu, CD; Chen, YC] Natl Hlth Res Inst, Natl Inst Environm Hlth Sci, 35 Keyan Rd, Miaoli, Taiwan; [Wu, CD] Natl Cheng Kung Univ, Dept Geomat, Tainan, Taiwan; [Chi, KH] Natl Yang Ming Univ, Inst Environm & Occupat Hlth Sci, 1 Daxue Rd, Tainan, Taiwan; [Hsu, WC] Dahan Inst Technol, Dept Civil Engn & Resource Management, 1 Shuren St, Xincheng Township 971, Hualien County, Taiwan; [Tseng, CC] Tzu Chi Univ, Dept Publ Hlth, 701 Zhongyang Rd, Hualien, Hualien County, Taiwan; [Chen, YC] China Med Univ, Dept Occupat Safety & Hlth, 91 Hsueh Shih Rd, Taichung, Taiwan; [Chen, YC] Kaohsiung Med Univ, Res Ctr Environm Med, Kaohsiung, Taiwan","Chen, YC (corresponding author), Natl Hlth Res Inst, Natl Inst Environm Hlth Sci, 35 Keyan Rd, Miaoli, Taiwan.",yucheng@nhri.edu.tw,,,,,,,,,,,,,2023,JAN,316,,2,,,20652,20652,,10.1016/j.envpol.2022.120652,,,,,,2026-04-23,CCC:000903925100006
J,"Ma, JH; Ma, XY; Yang, C; Xie, LP; Zhang, WX; Li, XX","Ma, Jianhong; Ma, Xiaoyan; Yang, Cong; Xie, Lipeng; Zhang, Weixing; Li, Xuexiang",,An Air Pollutant Forecast Correction Model Based on Ensemble Learning Algorithm,ELECTRONICS,,,,Article,,,Engineering,"air pollutants, error correction, CUACE model, ensemble learning",,"In recent years, air pollutants have become an important issue in meteorological research and an indispensable part of air quality forecasting. To improve the accuracy of the Chinese Unified Atmospheric Chemistry Environment (CUACE) model's air pollutant forecasts, this paper proposes a solution based on ensemble learning. Firstly, the forecast results of the CUACE model and the corresponding monitoring data are extracted. Then, using feature analysis, we screen the correction factors that affect air quality. The random forest algorithm, XGBoost algorithm, and GBDT algorithm are employed to correct the prediction results of PM2.5, PM10, and O-3. To further optimize the model, we introduce the grid search method. Finally, we compare and analyze the correction effect and determine the best correction model for the three air pollutants. This approach enhances the precision of the CUACE model's forecast and improves our understanding of the factors that affect air quality. The experimental results show that the model has a better prediction error correction effect than the traditional machine learning statistical model. After the algorithm correction, the prediction accuracy of PM2.5 and PM10 is increased by 60%, and the prediction accuracy of O-3 is increased by 70%.","[Ma, JH; Ma, XY; Yang, C; Xie, LP; Zhang, WX; Li, XX] Zhengzhou Univ, Sch Cyber Sci & Engn, Zhengzhou 450002, Peoples R China","Zhang, WX; Li, XX (corresponding author), Zhengzhou Univ, Sch Cyber Sci & Engn, Zhengzhou 450002, Peoples R China.",rjwxzhang@zzu.edu.cn; lxx@zzu.edu.cn,,,,,,,,,,,,,2023,MAR,12,6,,,,1463,1463,,10.3390/electronics12061463,,,,,,2026-04-23,CCC:000957939000001
J,"Song, YQ; Kang, L; Lin, F; Sun, N; Aizezi, A; Yang, ZK; Wu, XY","Song, Yingqiang; Kang, Lu; Lin, Fan; Sun, Na; Aizezi, Aziguli; Yang, Zhongkang; Wu, Xinya",,Estimating the spatial distribution of soil heavy metals in oil mining area using air quality data,ATMOSPHERIC ENVIRONMENT,,,,Article,,,Environmental Sciences & Ecology; Physical Sciences - Other Topics,"Air quality, PM2.5, Heavy metals, Hybrid geostatistical method, Soil","YELLOW-RIVER DELTA, HEALTH-RISK, WETLAND SOILS, POLLUTION, SPECTROSCOPY, VEGETATION, PM2.5, WATER, PM10, LEAD","Air quality is a vital environment variable which determines spatial accumulation of soil heavy metals. It is very important to estimate the contribution of air quality for soil heavy metals in oil mining area. For the end, we collected 116 samples from surface soil of oil mining in the Yellow River Delta (YRD) of China, and analyzed the content of As, Cr, Ni, Pb, and Zn. Furthermore, 40 monitoring stations data of air quality were collected in study area, including CO, NO2, SO2, O-3, PM2.5, and PM10. Spatial estimation and mapping of heavy metals in soil were carried out by hybrid geostatistical models, including multiple linear regression-ordinary kriging (MLROK), support vector machine-ordinary kriging (SVMOK) and random forest-ordinary kriging (RFOK). RFOK exhibited the highest estimation accuracy (R-2) for As (65.76%), Cr (77.85%), Ni (61.47%), Pb (74.64%), and Zn (71.35%) in comparison with other models. And relative R-2 of RFOK improved 30%, while MLROK and SVMOK increased over 100% for Zn (RIo = 121.90% and RIo = 121.64%) based on their original R-2 of machine learning models. In addition, mapping results by RFOK showed the high concentrations of heavy metals were focused in the central and northeastern (As), northern (Cr), northeastern and northwestern (Ni), central and eastern (Pb), and northern (Zn). Especially, compared with vegetation index and topographic factors, PM2.5 is the highest driving variable for As (18.34%) and Zn (12.91%), and CO is the most important variable for Cr (18.22%), Ni (14.28%). The above results indicated that there is a mechanism of sources-receptor relationship between air quality and soil heavy metals, that is, oil well and factory in study area discharge heavy metal particles into the atmosphere, and then enter the soil through atmospheric deposition and precipitation. Enlightened by this study, variable selection should be focused on important sources for the accumulation of heavy metals in study area, who must take decisions to prevent and to early warn heavy metals pollution in mine soil.","[Song, YQ; Kang, L; Lin, F; Sun, N; Aizezi, A; Wu, XY] Shandong Univ Technol, Sch Civil & Architectural Engn, Zibo 255000, Peoples R China; [Yang, ZK] Shandong Agr Univ, Key Lab Agr Environm Univ Shandong, Coll Resources & Environm, Tai An 271000, Peoples R China","Yang, ZK (corresponding author), Shandong Agr Univ, Key Lab Agr Environm Univ Shandong, Coll Resources & Environm, Tai An 271000, Peoples R China.",zkyang@sdau.edu.cn,,,,,,,,,,,,,2022,OCT,287,,,,,19274,19274,,10.1016/j.atmosenv.2022.119274,,,,,,2026-04-23,CCC:000861237100003
J,"Jian, L; Patel, D; Xiao, J; Jansz, J; Yun, G; Lin, T; Robertson, A","Jian, Le; Patel, Dimpalben; Xiao, Jianguo; Jansz, Janis; Yun, Grace; Lin, Ting; Robertson, Andrew",,Can we use a machine learning approach to predict the impact of heatwaves on emergency department attendance?,ENVIRONMENTAL RESEARCH COMMUNICATIONS,,,,Article,,,Environmental Sciences & Ecology,"machine learning, random forest, geographical variation, heatwaves, air quality, emergency department attendance, socioeconomic status","HEAT WAVES, AIR-POLLUTION, HOSPITAL ADMISSIONS, MORTALITY, TEMPERATURE, BRISBANE, QUALITY, HEALTH, MODEL","Global warming has contributed to more frequent and severe extreme weather events, which has led to increased research on the health impacts of extreme heat. However, research on heatwaves, air quality, and their spatial impact on health service demand is limited. This study used machine learning (ML) approaches to obtain the optimised model to predict health service demand associated with those risk factors for an all-age model and compared it with young children (0-4 years) model in Perth. Ten years' data (2006-2015) on emergency department attendances (EDA), socioeconomic status (SES), heatwaves, landscape fires, and gaseous and particulate air pollutants were collected. ML approaches, including decision tree, random forest (RF), and geographical random forest (GRF) models, were used to compare and select the best model for predicting EDA and identify important risk factors. Five-hundred cross validations were performed using the testing data, and a construct validation was performed by comparing actual and predicted EDA data. The results showed that the RF model outperformed other models, and SES, air quality, and heatwaves were among the important risk factors to predict EDA. The GRF model was fitted well to the data (R-2 = 0.975) and further showed that heatwaves had significant geographic variations and a joint effect with PM2.5 in the southern suburbs of the study area for young children. The RF and GRF models have satisfactory performance in predicting the impact of heatwaves, air quality, and SES on EDA. Heatwaves and air quality have great spatial heterogeneity. Spatial interactions between heatwaves, SES, and air quality measures were the most important predictive risk factors of EDA for young children in the Perth southern suburbs. Future studies are warranted to confirm the findings from this study on a wider scale.","[Jian, L; Xiao, J; Yun, G; Lin, T; Robertson, A] Dept Hlth, Publ & Aboriginal Hlth Div, East Perth, WA, Australia; [Jian, L; Patel, D; Jansz, J] Curtin Univ, WHO Collaborat Ctr Environm Hlth Impact Assessment, Sch Populat Hlth, Perth, WA, Australia","Jian, L (corresponding author), Dept Hlth, Publ & Aboriginal Hlth Div, East Perth, WA, Australia.; Jian, L (corresponding author), Curtin Univ, WHO Collaborat Ctr Environm Hlth Impact Assessment, Sch Populat Hlth, Perth, WA, Australia.",le.jian@health.wa.gov.au; Dimpalben.Patel@curtin.edu.au; Jianguo.Xiao@health.wa.gov.au; j.jansz@curtin.edu.au; Grace.Yun@health.wa.gov.au; Ting.Lin@health.wa.gov.au; Andrew.Robertson@health.wa.gov.au,,,,,,,,,,,,,2023,APR,5,4,,,,45005,45005,,10.1088/2515-7620/acca6e,,,,,,2026-04-23,CCC:000972520500001
